cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
00936589000134;1995-11-28;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;69082267;MANAUS;AM;NORTE;CENTRO AMAZONENSE;"ATIVA";04/06/2023
00938574000105;1995-11-21;true;5221400;CONCESSIONARIAS DE RODOVIAS PONTES TUNEIS E SERVICOS RELACIONADOS;TRANSPORTE;SERVICOS;25930530;MAGE;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
00953536000121;1995-12-07;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;96830000;SANTA CRUZ DO SUL;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;"ATIVA";04/06/2023
01000045000129;1995-10-23;true;5510801;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;28613000;NOVA FRIBURGO;RJ;SUDESTE;CENTRO FLUMINENSE;"ATIVA";04/06/2023
01006434000161;1996-01-09;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;98280000;PANAMBI;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
01009376000120;1996-01-19;true;9001999;ARTES CENICAS ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01027058000191;1995-12-27;true;6613400;ADMINISTRACAO DE CARTOES DE CREDITO;BENS DE CAPITAL;SERVICOS;99999999;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01037606000164;1996-01-30;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;13770000;CACONDE;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
01042643000160;1996-02-07;true;4641901;COMERCIO ATACADISTA DE TECIDOS;ATACADO;COMERCIO;35661705;PARA DE MINAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01073582000107;1996-03-01;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;41500300;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
01082384000100;1996-03-11;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;97585000;SANT ANA DO LIVRAMENTO;RS;SUL;SUDOESTE RIO GRANDENSE;"ATIVA";04/06/2023
01082569000106;1972-02-02;true;4921302;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE;SERVICOS;74310907;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
01083200000118;1996-02-29;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22210906;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01084667000182;1996-03-12;true;4731800;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;56304160;PETROLINA;PE;NORDESTE;SAO FRANCISCO PERNAMBUCANO;"ATIVA";04/06/2023
01088613000195;1996-03-13;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;98787008;SANTA ROSA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
01094742000196;1996-03-05;true;7830200;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01096541000128;1996-03-18;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;89252080;JARAGUA DO SUL;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
01099626000160;1996-03-13;true;5821200;EDICAO INTEGRADA A IMPRESSAO DE LIVROS;TELECOM;SERVICOS;99999999;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01099923000105;1996-03-07;true;4639701;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;ATACADO;COMERCIO;99999999;SUZANO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01104937000170;1996-02-06;true;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;20071003;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01107327000120;1996-03-06;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;83005360;SAO JOSE DOS PINHAIS;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
01111752000192;1996-03-20;true;4755501;COMERCIO VAREJISTA DE TECIDOS;VAREJO;COMERCIO;88802080;CRICIUMA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
01119703000104;1996-04-01;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;55636000;CHA GRANDE;PE;NORDESTE;MATA PERNAMBUCANA;"ATIVA";04/06/2023
01123216000107;1996-03-20;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;13930000;SERRA NEGRA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
01134656000160;1996-04-11;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;69265000;APUI;AM;NORTE;SUL AMAZONENSE;"ATIVA";04/06/2023
01144448000141;1996-04-15;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;89440000;IRINEOPOLIS;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
01146621000140;1996-04-16;true;810006;EXTRACAO DE AREIA CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;MINERACAO;INDUSTRIA;37115000;MONTE BELO;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
01164424000154;1996-04-25;true;8599601;FORMACAO DE CONDUTORES;SERVICOS DE EDUCACAO;SERVICOS;30431262;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01165222000127;1996-04-25;true;4789002;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;VAREJO;COMERCIO;80215000;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
01170861000180;1996-04-30;true;4743100;COMERCIO VAREJISTA DE VIDROS;VAREJO;COMERCIO;44440492;SANTO ANTONIO DE JESUS;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
01173738000113;1996-05-02;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;30770290;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01187742000130;1996-05-10;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;94150630;GRAVATAI;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
01190502000195;1996-05-10;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;30380255;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01200201000103;1996-05-17;true;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;91320190;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
01206420000191;1996-04-30;true;8622400;SERVICOS DE REMOCAO DE PACIENTES EXCETO OS SERVICOS MOVEIS DE ATENDIMENTO A URGENCIAS;SERVICOS DE SAUDE;SERVICOS;22245150;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01214309000147;1996-05-23;true;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;34003117;NOVA LIMA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01239158000343;1996-06-10;false;4623106;COMERCIO ATACADISTA DE SEMENTES FLORES PLANTAS E GRAMAS;ATACADO;COMERCIO;79420000;CAMAPUA;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
01260997000181;1996-05-02;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;33830000;RIBEIRAO DAS NEVES;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01265524000177;1996-06-23;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;35701801;SETE LAGOAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01268270000140;1996-06-20;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;77270000;PALMAS;TO;NORTE;ORIENTAL DO TOCANTINS;"ATIVA";04/06/2023
01279662000377;2019-02-08;false;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;34525410;SABARA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01296913000160;1996-04-11;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;29065450;VITORIA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
01321928000130;1996-07-22;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;89270000;GUARAMIRIM;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
01340937002627;2010-09-14;false;4211101;CONSTRUCAO DE RODOVIAS E FERROVIAS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;55590000;IPOJUCA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
01341479000192;1996-07-17;true;6622300;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;14740000;VIRADOURO;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
01346418000118;1996-08-01;true;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA;ATACADO;COMERCIO;61760000;EUSEBIO;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
01378618000152;1996-08-19;true;4762800;COMERCIO VAREJISTA DE DISCOS CDS DVDS E FITAS;VAREJO;COMERCIO;39390000;BOCAIUVA;MG;SUDESTE;NORTE DE MINAS;"ATIVA";04/06/2023
01387698000102;1996-08-26;true;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;55645693;GRAVATA;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
01417222000177;1996-09-04;true;4911600;TRANSPORTE FERROVIARIO DE CARGA;TRANSPORTE;SERVICOS;22250906;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01420654000137;1996-09-11;true;4618499;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMERCIO;52120320;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
01422473000301;2018-12-19;false;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99999999;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01436485000123;1996-09-17;true;4541201;COMERCIO POR ATACADO DE MOTOCICLETAS E MOTONETAS;VAREJO;COMERCIO;85790000;CAPITAO LEONIDAS MARQUES;PR;SUL;OESTE PARANAENSE;"ATIVA";04/06/2023
01448523000168;1996-09-26;true;4754701;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;53230630;OLINDA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
01472486000123;1996-09-27;true;6622300;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;20040030;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01475271000166;1996-10-11;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;82220300;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
01481360000115;1996-10-16;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;65068585;SAO LUIS;MA;NORDESTE;NORTE MARANHENSE;"ATIVA";04/06/2023
01490727000167;1996-10-15;true;5813100;EDICAO DE REVISTAS;TELECOM;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01498406000109;1996-10-18;true;2212900;REFORMA DE PNEUMATICOS USADOS;QUIMICA-PETROQUIMICA;INDUSTRIA;13222015;VARZEA PAULISTA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
01502343000206;2001-04-03;false;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;75859970;DOVERLANDIA;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
01511503000518;2021-04-23;false;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;11707130;PRAIA GRANDE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01517961000130;1996-11-05;true;8411600;ADMINISTRACAO PUBLICA EM GERAL;SERVICOS DIVERSOS;SERVICOS;87650000;CRUZEIRO DO SUL;PR;SUL;NOROESTE PARANAENSE;"ATIVA";04/06/2023
01517999000103;1996-11-01;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;41180005;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
01532438003603;2007-06-19;false;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;45810000;PORTO SEGURO;BA;NORDESTE;SUL BAIANO;"ATIVA";04/06/2023
01543032018577;1980-12-10;false;3514000;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;76710000;ARUANA;GO;CENTRO-OESTE;NOROESTE GOIANO;"ATIVA";04/06/2023
01543664000160;1996-11-19;true;8513900;ENSINO FUNDAMENTAL;SERVICOS DE EDUCACAO;SERVICOS;58328000;PEDRAS DE FOGO;PB;NORDESTE;MATA PARAIBANA;"ATIVA";04/06/2023
01543846000130;1996-11-12;true;8650006;ATIVIDADES DE FONOAUDIOLOGIA;SERVICOS DE SAUDE;SERVICOS;14400830;FRANCA;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
01545826000107;1996-11-13;true;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01548981000179;1966-09-27;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01549934000140;1996-11-25;true;4763601;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;VAREJO;COMERCIO;71540020;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
01563691001508;2016-12-19;false;8640202;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;79002121;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
01576033000147;1996-12-02;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;16025000;ARACATUBA;SP;SUDESTE;ARACATUBA;"ATIVA";04/06/2023
01582376000114;1996-11-27;true;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;ATACADO;COMERCIO;89212240;JOINVILLE;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
01597037000101;1996-12-19;true;4722901;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;13160082;ARTUR NOGUEIRA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
01599101000193;1996-12-05;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;99999999;EMBU DAS ARTES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01602361000170;1996-12-24;true;7810800;SELECAO E AGENCIAMENTO DE MAO DE OBRA;SERVICOS ADMINISTRATIVOS;SERVICOS;59062150;NATAL;RN;NORDESTE;LESTE POTIGUAR;"ATIVA";04/06/2023
01610383000182;1996-12-09;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;13560250;SAO CARLOS;SP;SUDESTE;ARARAQUARA;"ATIVA";04/06/2023
01611261000100;1996-12-30;true;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;99999999;MAIRIPORA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01612338000248;2009-11-06;false;8411600;ADMINISTRACAO PUBLICA EM GERAL;SERVICOS DIVERSOS;SERVICOS;65668000;SUCUPIRA DO RIACHAO;MA;NORDESTE;LESTE MARANHENSE;"ATIVA";04/06/2023
01619265000216;2014-06-18;false;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;28460000;MIRACEMA;RJ;SUDESTE;NOROESTE FLUMINENSE;"ATIVA";04/06/2023
01637895003239;2009-07-30;false;4399199;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;11730000;MONGAGUA;SP;SUDESTE;LITORAL SUL PAULISTA;"ATIVA";04/06/2023
01642494000170;1997-02-04;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;64803335;FLORIANO;PI;NORDESTE;SUDOESTE PIAUIENSE;"ATIVA";04/06/2023
01656069000130;1997-01-03;true;5620103;CANTINAS SERVICOS DE ALIMENTACAO PRIVATIVOS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;13720000;SAO JOSE DO RIO PARDO;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
01661655000173;1997-01-11;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;29960000;CONCEICAO DA BARRA;ES;SUDESTE;LITORAL NORTE ESPIRITO SANTENSE;"ATIVA";04/06/2023
01661666000153;1997-01-03;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;38610011;UNAI;MG;SUDESTE;NOROESTE DE MINAS;"ATIVA";04/06/2023
01667818000125;1997-02-24;true;4744004;COMERCIO VAREJISTA DE CAL AREIA PEDRA BRITADA TIJOLOS E TELHAS;VAREJO;COMERCIO;95660000;TRES COROAS;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
01674229000174;1997-02-17;true;4313400;OBRAS DE TERRAPLENAGEM;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;83504520;ALMIRANTE TAMANDARE;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
01676668000116;1997-01-28;true;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;14780290;BARRETOS;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
01681618000127;1985-10-15;true;2342702;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO EXCETO AZULEJOS E PISOS;QUIMICA-PETROQUIMICA;INDUSTRIA;76190000;PALMEIRAS DE GOIAS;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
01682668000803;2017-10-03;false;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;70390150;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
01688746000100;1986-04-14;true;8711502;INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS;SERVICOS DE SAUDE;SERVICOS;75134850;ANAPOLIS;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
01691932000190;1997-02-12;true;4761001;COMERCIO VAREJISTA DE LIVROS;VAREJO;COMERCIO;64001400;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;"ATIVA";04/06/2023
01693867000132;1997-03-10;true;4647801;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA DISPENSADA;ATACADO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01699468000189;1997-01-27;true;4763603;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS;VAREJO;COMERCIO;13222000;VARZEA PAULISTA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
01709741000109;1997-02-03;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;13900570;AMPARO;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
01721270000154;1997-01-30;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;25959075;TERESOPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
01723702000166;1997-03-20;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;46470000;RIACHO DE SANTANA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
01727476000191;1997-02-25;true;1421500;FABRICACAO DE MEIAS;BENS DE CONSUMO;INDUSTRIA;18520000;CERQUILHO;SP;SUDESTE;ITAPETININGA;"ATIVA";04/06/2023
01742657000197;1997-03-10;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;35423000;MARIANA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
01748384000198;1997-03-24;true;161003;SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13397032;RIO DAS PEDRAS;SP;SUDESTE;PIRACICABA;"ATIVA";04/06/2023
01763179000100;1997-03-12;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01767154000176;1997-03-14;true;5211702;GUARDA MOVEIS;TRANSPORTE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
01780377000254;1998-06-06;false;4713004;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;78028420;CUIABA;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;"ATIVA";04/06/2023
01793523000103;1997-02-24;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;36844000;TOMBOS;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
01799119000139;1995-11-17;true;8550302;ATIVIDADES DE APOIO A EDUCACAO EXCETO CAIXAS ESCOLARES;SERVICOS DE EDUCACAO;SERVICOS;27211130;VOLTA REDONDA;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
